Mod:Item:MetaData, Localized Name
industrialupgrade:fluidsuperheated_steam, iu.fluidsuperheated_steam.name
industrialupgrade:fluidsteam, iu.fluidsteam.name
industrialupgrade:fluidhot_water, iu.fluidhot_water.name
industrialupgrade:fluidair, iu.fluidair.name
industrialupgrade:fluidwater, iu.fluidwater.name
industrialupgrade:fluidlava, iu.fluidlava.name
industrialupgrade:baseore1:0, Lithium Sand Ore
industrialupgrade:baseore1:1, Beryllium Dirt Ore
industrialupgrade:baseore1:2, Boron Gravel Ore
industrialupgrade:baseore1:3, Osmium Ore
industrialupgrade:baseore1:4, Tantalum Ore
industrialupgrade:baseore1:5, Cadmium Ore
industrialupgrade:machines:0, §6Advanced Solar Panel
industrialupgrade:machines:1, §3Hybrid Solar Panel
industrialupgrade:machines:2, §9Perfect Hybrid Solar Panel
industrialupgrade:machines:3, §2Quantum Solar Panel
industrialupgrade:machines:4, §eSpectral Solar Panel
industrialupgrade:machines:5, §5Protonic Solar Panel
industrialupgrade:machines:6, §8Singular Solar Panel
industrialupgrade:machines:7, §cDiffractive Solar Panel
industrialupgrade:machines:8, §aPhotonic Solar Panel
industrialupgrade:machines:9, §9Neutron Solar Panel
industrialupgrade:machines:10, §fBaryon Solar Panel
industrialupgrade:machines:11, §eHadron Solar Panel
industrialupgrade:machines:12, §bGraviton Solar Panel
industrialupgrade:machines:13, §8Quark Solar Panel
industrialupgrade:wiring_storage:0, §eImproved MFSU
industrialupgrade:wiring_storage:0, §eImproved MFSU
industrialupgrade:wiring_storage:1, §bAdvanced MFSU
industrialupgrade:wiring_storage:1, §bAdvanced MFSU
industrialupgrade:wiring_storage:2, BatBox
industrialupgrade:wiring_storage:2, BatBox
industrialupgrade:wiring_storage:3, MFE
industrialupgrade:wiring_storage:3, MFE
industrialupgrade:wiring_storage:4, MFSU
industrialupgrade:wiring_storage:4, MFSU
industrialupgrade:wiring_storage:5, CESU
industrialupgrade:wiring_storage:5, CESU
industrialupgrade:wiring_storage:6, Perfect MFSU
industrialupgrade:wiring_storage:6, Perfect MFSU
industrialupgrade:wiring_storage:7, Baryon MFSU
industrialupgrade:wiring_storage:7, Baryon MFSU
industrialupgrade:wiring_storage:8, Hadron MFSU
industrialupgrade:wiring_storage:8, Hadron MFSU
industrialupgrade:wiring_storage:9, Graviton MFSU
industrialupgrade:wiring_storage:9, Graviton MFSU
industrialupgrade:wiring_storage:10, Quark MFSU
industrialupgrade:wiring_storage:10, Quark MFSU
industrialupgrade:wiring_chargepad:0, Charge Pad (Improved MFSU)
industrialupgrade:wiring_chargepad:0, Charge Pad (Improved MFSU)
industrialupgrade:wiring_chargepad:1, Charge Pad (Advanced MFSU)
industrialupgrade:wiring_chargepad:1, Charge Pad (Advanced MFSU)
industrialupgrade:wiring_chargepad:2, Charge Pad (BatBox)
industrialupgrade:wiring_chargepad:2, Charge Pad (BatBox)
industrialupgrade:wiring_chargepad:3, Charge Pad (CESU)
industrialupgrade:wiring_chargepad:3, Charge Pad (CESU)
industrialupgrade:wiring_chargepad:4, Charge Pad (MFE)
industrialupgrade:wiring_chargepad:4, Charge Pad (MFE)
industrialupgrade:wiring_chargepad:5, Charge Pad (MFSU)
industrialupgrade:wiring_chargepad:5, Charge Pad (MFSU)
industrialupgrade:wiring_chargepad:6, Charge Pad (Perfect MFSU)
industrialupgrade:wiring_chargepad:6, Charge Pad (Perfect MFSU)
industrialupgrade:wiring_chargepad:7, Charge Pad (Baryon MFSU)
industrialupgrade:wiring_chargepad:7, Charge Pad (Baryon MFSU)
industrialupgrade:wiring_chargepad:8, Charge Pad (Hadron MFSU)
industrialupgrade:wiring_chargepad:8, Charge Pad (Hadron MFSU)
industrialupgrade:wiring_chargepad:9, Charge Pad (Graviton MFSU)
industrialupgrade:wiring_chargepad:9, Charge Pad (Graviton MFSU)
industrialupgrade:wiring_chargepad:10, Charge Pad (Quark MFSU)
industrialupgrade:wiring_chargepad:10, Charge Pad (Quark MFSU)
industrialupgrade:moremachine:0, Improved Macerator
industrialupgrade:moremachine:1, Advanced Macerator
industrialupgrade:moremachine:2, Perfect Macerator
industrialupgrade:moremachine:3, Improved Compressor
industrialupgrade:moremachine:4, Advanced Compressor
industrialupgrade:moremachine:5, Perfect Compressor
industrialupgrade:moremachine:6, Improved Electric Furnace
industrialupgrade:moremachine:7, Advanced Electric Furnace
industrialupgrade:moremachine:8, Perfect Electric Furnace
industrialupgrade:moremachine:9, Improved Extractor
industrialupgrade:moremachine:10, Advanced Extractor
industrialupgrade:moremachine:11, Perfect Extractor
industrialupgrade:moremachine1:0, Improved Recycler
industrialupgrade:moremachine1:1, Advanced Recycler
industrialupgrade:moremachine1:2, Perfect Recycler
industrialupgrade:moremachine1:3, Improved Combined Recycler
industrialupgrade:moremachine1:4, Advanced Combined Recycler
industrialupgrade:moremachine1:5, Perfect Combined Recycle
industrialupgrade:moremachine1:6, Combined Macerator
industrialupgrade:moremachine1:7, Improved Combined Macerator
industrialupgrade:moremachine1:8, Advanced Combined Macerator
industrialupgrade:moremachine1:9, Perfect Combined Macerator
industrialupgrade:moremachine2:0, Rolling Machine
industrialupgrade:moremachine2:1, Improved Rolling Machine
industrialupgrade:moremachine2:2, Advanced Rolling Machine
industrialupgrade:moremachine2:3, Perfect Rolling Machine
industrialupgrade:moremachine2:4, Extruder
industrialupgrade:moremachine2:5, Improved Extruder
industrialupgrade:moremachine2:6, Advanced Extruder
industrialupgrade:moremachine2:7, Perfect Extruder
industrialupgrade:moremachine2:8, Cutting Machine
industrialupgrade:moremachine2:9, Improved Cutting Machine
industrialupgrade:moremachine2:10, Advanced Cutting Machine
industrialupgrade:moremachine2:11, Perfect Cutting Machine
industrialupgrade:moremachine3:0, Autonomous Farm
industrialupgrade:moremachine3:1, Improved Autonomous Farm
industrialupgrade:moremachine3:2, Advanced Autonomous Farm
industrialupgrade:moremachine3:3, Perfect Autonomous Farm
industrialupgrade:moremachine3:4, Scrap Assembler
industrialupgrade:moremachine3:5, Improved Scrap Assembler
industrialupgrade:moremachine3:6, Advanced Scrap Assembler
industrialupgrade:moremachine3:7, Perfect Scrap Assembler
industrialupgrade:moremachine3:8, Ore Washing Machine
industrialupgrade:moremachine3:9, Improved Ore Washing Machine
industrialupgrade:moremachine3:10, Advanced Ore Washing Machine
industrialupgrade:moremachine3:11, Perfect Ore Washing Machine
industrialupgrade:moremachine3:12, Heat centrifuge
industrialupgrade:moremachine3:13, Improved Thermal Centrifuge
industrialupgrade:moremachine3:14, Advanced Thermal Centrifuge
industrialupgrade:moremachine3:15, Ultimate Thermal Centrifuge
industrialupgrade:moremachine3:16, Mechanical Stamp
industrialupgrade:moremachine3:17, Improved Mechanical Stamp
industrialupgrade:moremachine3:18, Advanced Mechanical Stamp
industrialupgrade:moremachine3:19, Perfect Mechanical Stamp
industrialupgrade:basemachine:1, Improved Matter Fabricator
industrialupgrade:basemachine:2, Advanced Matter Fabricator
industrialupgrade:basemachine:3, Perfect Matter Fabricator
industrialupgrade:basemachine:4, Alloy Smelter
industrialupgrade:basemachine:5, §9Neutron Particle Generator
industrialupgrade:basemachine:6, Circuit Manufacturer
industrialupgrade:basemachine:7, Cobblestone Generator
industrialupgrade:basemachine:8, Quantum Quarry
industrialupgrade:basemachine:9, Module Handler
industrialupgrade:basemachine:10, Improved Generator
industrialupgrade:basemachine:11, Advanced Generator
industrialupgrade:basemachine:12, Perfect Generator
industrialupgrade:basemachine:13, Improved Quantum Quarry
industrialupgrade:basemachine:14, Advanced Quantum Quarry
industrialupgrade:basemachine:15, Perfect Quantum Quarry
industrialupgrade:solid:0, Air Solid Matter Generator
industrialupgrade:solid:1, Water Solid Matter Generator
industrialupgrade:solid:2, Earth Solid Matter Generator
industrialupgrade:solid:3, Ender Solid Matter Generator
industrialupgrade:solid:4, Solid Matter Generator
industrialupgrade:solid:5, Nether Solid Matter Generator
industrialupgrade:solid:6, Night Solid Matter Generator
industrialupgrade:solid:7, Solar Solid Matter Generator
industrialupgrade:combiner_solid_matter:0, Solid Matter Generator Combiner
industrialupgrade:se_gen:0, Solar Energy Generator
industrialupgrade:adv_se_gen:0, Improved Solar Energy Generator
industrialupgrade:imp_se_gen:0, Advanced Solar Energy Generator
industrialupgrade:molecular:0, Molecular Transformer
industrialupgrade:basemachine1:3, Improved Alloy Smelter
industrialupgrade:basemachine1:4, Improved Geothermal Generator
industrialupgrade:basemachine1:5, Advanced Geothermal Generator
industrialupgrade:basemachine1:6, Perfect Geothermal Generator
industrialupgrade:basemachine1:10, Enrichment
industrialupgrade:basemachine1:11, Nuclear Fusion Reactor
industrialupgrade:basemachine1:12, Mineral Separator
industrialupgrade:basemachine1:13, Wither Manufacturer
industrialupgrade:basemachine1:14, Magnetic Catcher
industrialupgrade:basemachine1:15, Magnetic Generator
industrialupgrade:basemachine2:0, §9Combined Matter Fabricator
industrialupgrade:basemachine2:1, Fishing Machine
industrialupgrade:basemachine2:2, Analyzer
industrialupgrade:basemachine2:3, Dyeing Machine
industrialupgrade:basemachine2:4, Diesel Generator
industrialupgrade:basemachine2:5, Gasoline Generator
industrialupgrade:basemachine2:6, Improved Pump
industrialupgrade:basemachine2:7, Advanced Pump
industrialupgrade:basemachine2:8, Experience Storage
industrialupgrade:basemachine2:9, Hydrogen Generator
industrialupgrade:basemachine2:10, Obsidian Generator
industrialupgrade:basemachine2:11, Chemical Plant
industrialupgrade:basemachine2:12, Lava Generator
industrialupgrade:basemachine2:13, Plastic Plate Machine
industrialupgrade:basemachine2:14, Helium Generator
industrialupgrade:basemachine2:15, Electrolyzer
industrialupgrade:basemachine3:1, Radiation Purifier
industrialupgrade:basemachine3:2, Privatizer
industrialupgrade:basemachine3:3, Wireless Adjuster
industrialupgrade:basemachine3:4, Automatic Hunter
industrialupgrade:basemachine3:5, Electric Heater
industrialupgrade:basemachine3:6, Liquid Heater
industrialupgrade:basemachine3:7, Anti-magnetic Machine
industrialupgrade:basemachine3:8, Module Removal Station
industrialupgrade:basemachine3:9, Water Generator
industrialupgrade:basemachine3:10, Refrigerator
industrialupgrade:basemachine3:11, Air Separation Unit
industrialupgrade:basemachine3:12, Solar Energy Generator Combiner
industrialupgrade:basemachine3:13, Probe Assembler
industrialupgrade:basemachine3:14, Space Research Table
industrialupgrade:basemachine3:15, Rocket Assembler
industrialupgrade:basemachine3:16, Rocket Launch Pad
industrialupgrade:basemachine3:17, Rotor Assembler
industrialupgrade:basemachine3:18, Rotor Modification Station
industrialupgrade:basemachine3:19, Satellite Assembler
industrialupgrade:basemachine3:20, Soil Analyzer
industrialupgrade:basemachine3:21, Blade Manufacturer
industrialupgrade:basemachine3:22, Kinetic Generator Assembler
industrialupgrade:basemachine3:23, Ender Transformer
industrialupgrade:basemachine3:24, Research Table
industrialupgrade:basemachine3:25, Template Maker
industrialupgrade:basemachine3:26, Gas Mixer
industrialupgrade:basemachine3:27, Analyzer Chest
industrialupgrade:basemachine3:28, Wind Turbine
industrialupgrade:basemachine3:29, Improved Wind Turbine
industrialupgrade:basemachine3:30, Advanced Wind Turbine
industrialupgrade:basemachine3:31, Perfect Wind Turbine
industrialupgrade:basemachine3:32, Energy Controller
industrialupgrade:basemachine3:33, Cable Management Device
industrialupgrade:basemachine3:34, Air Transformer
industrialupgrade:basemachine3:35, Water Transformer
industrialupgrade:basemachine3:36, Earth Transformer
industrialupgrade:basemachine3:37, Nether Transformer
industrialupgrade:basemachine3:38, Excavator
industrialupgrade:basemachine3:39, Crystallizer
industrialupgrade:basemachine3:40, Improved Mineral Separator
industrialupgrade:basemachine3:41, Advanced Mineral Separator
industrialupgrade:basemachine3:42, Perfect Mineral Separator
industrialupgrade:basemachine3:43, Water Rotor Modifier Station
industrialupgrade:basemachine3:44, Water Rotor Assembler
industrialupgrade:basemachine3:45, Hydrogenerator
industrialupgrade:basemachine3:46, Advanced Water Generator
industrialupgrade:basemachine3:47, Advanced Water Generator
industrialupgrade:basemachine3:48, Perfect Water Generator
industrialupgrade:basemachine3:49, Scanner
industrialupgrade:basemachine3:50, Advanced Scanner
industrialupgrade:basemachine3:51, Advanced Scanner
industrialupgrade:basemachine3:52, Perfect Scanner
industrialupgrade:basemachine3:53, Replicator
industrialupgrade:basemachine3:54, Advanced Replicator
industrialupgrade:basemachine3:55, Advanced Replicator
industrialupgrade:basemachine3:56, Perfect Replicator
industrialupgrade:basemachine3:57, Solar Energy Storage
industrialupgrade:basemachine3:58, Improved Solar Energy Storage
industrialupgrade:basemachine3:59, Advanced Solar Energy Storage
industrialupgrade:basemachine3:60, Perfect Solar Energy Storage
industrialupgrade:basemachine3:61, Quantum Energy Storage
industrialupgrade:basemachine3:62, Improved Quantum Energy Storage
industrialupgrade:basemachine3:63, Advanced Quantum Energy Storage
industrialupgrade:basemachine3:64, Perfect Quantum Energy Storage
industrialupgrade:basemachine3:65, Solar Distiller
industrialupgrade:basemachine3:66, Improved Solar Destiller
industrialupgrade:basemachine3:67, Advanced Solar Destiller
industrialupgrade:basemachine3:68, Perfect Solar Destiller
industrialupgrade:basemachine3:69, Energy Limiter
industrialupgrade:basemachine3:70, Redstone Generator
industrialupgrade:basemachine3:71, Improved Redstone Generator
industrialupgrade:basemachine3:72, Advanced Redstone Generator
industrialupgrade:basemachine3:73, Perfect Redstone Generator
industrialupgrade:basemachine3:74, Welding Machine
industrialupgrade:basemachine3:76, Gas Generator
industrialupgrade:basemachine3:77, Pattern Storage
industrialupgrade:basemachine3:78, Generator
industrialupgrade:basemachine3:79, Geothermal Generator
industrialupgrade:basemachine3:80, Pump
industrialupgrade:basemachine3:81, Solar Panel
industrialupgrade:basemachine3:84, Teleporter
industrialupgrade:basemachine3:89, Fluid/Solid Canning Machine
industrialupgrade:basemachine3:91, Minipanel Assembler
industrialupgrade:basemachine3:92, Facade Machine
industrialupgrade:basemachine3:93, Battery Factory
industrialupgrade:basemachine3:94, Socket Factory
industrialupgrade:basemachine3:95, Active Matter Factory
industrialupgrade:basemachine3:96, Laser Polisher
industrialupgrade:basemachine3:97, Graphite Processor
industrialupgrade:basemachine3:98, Moon Spotter
industrialupgrade:basemachine3:99, Stamping Machine
industrialupgrade:basemachine3:100, Reactor Rod Manufacturer
industrialupgrade:basemachine3:101, Radioactive Waste Reprocessor
industrialupgrade:basemachine3:102, Reactor Protective Dome
industrialupgrade:basemachine3:103, Radioisotope Thermoelectric Generator
industrialupgrade:basemachine3:104, Enchanting Machine
industrialupgrade:basemachine3:105, Cooling Rod Refrigerator
industrialupgrade:basemachine3:106, Automatic Crafting Table
industrialupgrade:basemachine3:107, industrialupgrade.basemachine3.tesseract
industrialupgrade:basemachine3:108, industrialupgrade.basemachine3.comb_pump
industrialupgrade:basemachine3:109, industrialupgrade.basemachine3.adv_comb_pump
industrialupgrade:basemachine3:110, industrialupgrade.basemachine3.imp_comb_pump
industrialupgrade:basemachine3:111, industrialupgrade.basemachine3.per_comb_pump
industrialupgrade:basemachine3:112, industrialupgrade.basemachine3.safe
industrialupgrade:basemachine3:113, industrialupgrade.basemachine3.vending
industrialupgrade:basemachine3:114, industrialupgrade.basemachine3.adv_vending
industrialupgrade:basemachine3:115, industrialupgrade.basemachine3.imp_vending
industrialupgrade:basemachine3:116, industrialupgrade.basemachine3.per_vending
industrialupgrade:basemachine3:117, industrialupgrade.basemachine3.autofuse
industrialupgrade:basemachine3:118, industrialupgrade.basemachine3.auto_open_box
industrialupgrade:basemachine3:119, industrialupgrade.basemachine3.exp_chargepad
industrialupgrade:basemachine3:120, industrialupgrade.basemachine3.recipe_tuner
industrialupgrade:basemachine3:121, industrialupgrade.basemachine3.energy_trash
industrialupgrade:basemachine3:122, industrialupgrade.basemachine3.fluid_trash
industrialupgrade:basemachine3:123, industrialupgrade.basemachine3.item_trash
industrialupgrade:basemachine3:124, industrialupgrade.basemachine3.rolling_machine
industrialupgrade:basemachine3:125, industrialupgrade.basemachine3.matter_collector
industrialupgrade:basemachine3:126, industrialupgrade.basemachine3.machine_charger
industrialupgrade:basemachine3:127, industrialupgrade.basemachine3.automatic_mechanism
industrialupgrade:basemachine3:128, industrialupgrade.basemachine3.wireless_oil_pump
industrialupgrade:basemachine3:129, industrialupgrade.basemachine3.wireless_mineral_quarry
industrialupgrade:basemachine3:130, industrialupgrade.basemachine3.wireless_controller_reactors
industrialupgrade:basemachine3:131, industrialupgrade.basemachine3.simulation_reactors
industrialupgrade:basemachine3:132, industrialupgrade.basemachine3.radiation_storage
industrialupgrade:basemachine3:133, industrialupgrade.basemachine3.wireless_controller_graphite_reactors
industrialupgrade:basemachine3:134, industrialupgrade.basemachine3.wireless_controller_heat_reactors
industrialupgrade:basemachine3:135, industrialupgrade.basemachine3.energy_remover
industrialupgrade:basemachine3:136, industrialupgrade.basemachine3.energy_barrier
industrialupgrade:basemachine3:137, industrialupgrade.basemachine3.mob_magnet
industrialupgrade:sintezator:0, Panel Combiner
industrialupgrade:gen_sunnarium_plate:0, Solarite Plate Manufacturer
industrialupgrade:gen_sunnarium:0, Solarite Transformer
industrialupgrade:refiner:0, Oil Refinery
industrialupgrade:adv_refiner:0, Advanced Oil Refinery
industrialupgrade:upgrade_block:0, Modification Station
industrialupgrade:petrol_quarry:0, Pumpjack
industrialupgrade:simplemachine:0, Macerator
industrialupgrade:simplemachine:1, Compressor
industrialupgrade:simplemachine:2, Electric Furnace
industrialupgrade:simplemachine:3, Extractor
industrialupgrade:simplemachine:5, Recycler
industrialupgrade:simplemachine:6, Matter Fabricator
industrialupgrade:transformer_iu:0, UV-Transformer
industrialupgrade:transformer_iu:1, LkV-Transformer
industrialupgrade:transformer_iu:2, MkV-Transformer
industrialupgrade:transformer_iu:3, HkV-Transformer
industrialupgrade:transformer_iu:4, EkV-Transformer
industrialupgrade:transformer_iu:5, UkV-Transformer
industrialupgrade:transformer_iu:6, MegaV-Transformer
industrialupgrade:transformer_iu:7, LV-Transformer
